Student_Number,Course_Number,Section_Number,Dateenrolled,DateLeft,Term_Number,SchoolID,Section_ID_Internal
28175,OC1307,101,,,3600,13000,OC1307.1
30006,ADVHS01,123,,,3600,13000,ADVHS01.23
30006,B0901,104,,,3600,13000,B0901.4
30006,C0904,104,,,3600,13000,C0904.4
30006,E0901,104,,,3600,13000,E0901.4
30006,G0901,105,,,3600,13000,G0901.5
30006,H0904,103,,,3600,13000,H0904.3
30006,I0903,101,,,3600,13000,I0903.1
30006,J0903,102,,,3600,13000,J0903.2
30022,ADVHS01,102,,,3600,13000,ADVHS01.2
30022,B0901,101,,,3600,13000,B0901.1
30022,C0904,102,,,3600,13000,C0904.2
30022,E0901,105,,,3600,13000,E0901.5
30022,G0901,106,,,3600,13000,G0901.6
30022,H0904,101,,,3600,13000,H0904.1
30022,I1003,103,,,3600,13000,I1003.3
30022,J0903,102,,,3600,13000,J0903.2
29102,A0901,104,,,3600,13000,A0901.4
29102,ADVHS01,132,,,3600,13000,ADVHS01.32
29102,B0901,104,,,3600,13000,B0901.4
29102,E0901,104,,,3600,13000,E0901.4
29102,G0901,103,,,3600,13000,G0901.3
29102,H0904,103,,,3600,13000,H0904.3
29102,I0903,101,,,3600,13000,I0903.1
29102,J0901,102,,,3600,13000,J0901.2
30177,A0901,101,,,3600,13000,A0901.1
30177,ADVHS01,121,,,3600,13000,ADVHS01.21
30177,B0901,104,,,3600,13000,B0901.4
30177,E0901,105,,,3600,13000,E0901.5
30177,G0901,101,,,3600,13000,G0901.1
30177,H0904,103,,,3600,13000,H0904.3
30177,I0903,102,,,3600,13000,I0903.2
30177,J0901,102,,,3600,13000,J0901.2
30065,A0901,102,,,3600,13000,A0901.2
30065,ADVHS01,108,,,3600,13000,ADVHS01.8
30065,B0901,102,,,3600,13000,B0901.2
30065,E0901,103,,,3600,13000,E0901.3
30065,G0901,104,,,3600,13000,G0901.4
30065,H0904,104,,,3600,13000,H0904.4
30065,I0903,101,,,3600,13000,I0903.1
30065,J0903,102,,,3600,13000,J0903.2
30065,OC1305,103,,,3600,13000,OC1305.3
30148,ADVHS01,109,,,3600,13000,ADVHS01.9
30148,B0901,101,,,3600,13000,B0901.1
30148,E0901,106,,,3600,13000,E0901.6
30148,G0901,103,,,3600,13000,G0901.3
30148,H0904,102,,,3600,13000,H0904.2
30148,I1003,101,,,3600,13000,I1003.1
30148,J0903,102,,,3600,13000,J0903.2
30148,OC1305,104,,,3600,13000,OC1305.4
27055,A1204,102,,,3600,13000,A1204.2
27055,ADVHS01,131,,,3600,13000,ADVHS01.31
27055,E1101,102,,,3600,13000,E1101.2
27055,E1201,104,,,3600,13000,E1201.4
27055,G1201,102,,,3600,13000,G1201.2
27055,OB1520,101,,,3600,13000,OB1520.1
27055,OB1532,101,,,3600,13000,OB1532.1
27055,OH1306,101,,,3600,13000,OH1306.1
30009,A0901,101,,,3600,13000,A0901.1
30009,ADVHS01,124,,,3600,13000,ADVHS01.24
30009,B0901,106,,,3600,13000,B0901.6
30009,E0901,104,,,3600,13000,E0901.4
30009,G0901,106,,,3600,13000,G0901.6
30009,H0904,102,,,3600,13000,H0904.2
30009,I0903,102,,,3600,13000,I0903.2
30009,J0903,101,,,3600,13000,J0903.1
30009,OC1305,101,,,3600,13000,OC1305.1
30029,A0901,102,,,3600,13000,A0901.2
30029,ADVHS01,107,,,3600,13000,ADVHS01.7
30029,B0901,104,,,3600,13000,B0901.4
30029,E0901,103,,,3600,13000,E0901.3
30029,G0901,101,,,3600,13000,G0901.1
30029,H0904,101,,,3600,13000,H0904.1
30029,I0903,101,,,3600,13000,I0903.1
30029,J0901,102,,,3600,13000,J0901.2
30048,A0901,103,,,3600,13000,A0901.3
30048,ADVHS01,113,,,3600,13000,ADVHS01.13
30048,B0901,106,,,3600,13000,B0901.6
30048,E0901,101,,,3600,13000,E0901.1
30048,G0901,105,,,3600,13000,G0901.5
30048,I1003,102,,,3600,13000,I1003.2
30048,J0901,103,,,3600,13000,J0901.3
30048,OC1306,101,,,3600,13000,OC1306.1
27088,A1105,102,,,3600,13000,A1105.2
27088,ADVHS01,104,,,3600,13000,ADVHS01.4
27088,E1101,106,,,3600,13000,E1101.6
27088,G1203,101,,,3600,13000,G1203.1
27088,OC1305,102,,,3600,13000,OC1305.2
27088,OH1305,101,,,3600,13000,OH1305.1
27088,OI1003,104,,,3600,13000,OI1003.4
27088,OJ1203,101,,,3600,13000,OJ1203.1
28051,A1105,101,,,3600,13000,A1105.1
28051,ADVHS01,130,,,3600,13000,ADVHS01.30
28051,E1101,102,,,3600,13000,E1101.2
28051,G1203,101,,,3600,13000,G1203.1
28051,L1301,102,,,3600,13000,L1301.2
28051,OC1305,102,,,3600,13000,OC1305.2
28051,OH1305,103,,,3600,13000,OH1305.3
28051,OI1305,103,,,3600,13000,OI1305.3
29110,A1006,107,,,3600,13000,A1006.7
29110,ADVHS01,108,,,3600,13000,ADVHS01.8
29110,B1001,101,,,3600,13000,B1001.1
29110,E1001,105,,,3600,13000,E1001.5
29110,G1004,103,,,3600,13000,G1004.3
29110,I1214,103,,,3600,13000,I1214.3
29110,OC1305,101,,,3600,13000,OC1305.1
29110,OI1003,106,,,3600,13000,OI1003.6
29110,OZ1323,104,,,3600,13000,OZ1323.4
29067,A1006,101,,,3600,13000,A1006.1
29067,ADVHS01,120,,,3600,13000,ADVHS01.20
29067,B1001,106,,,3600,13000,B1001.6
29067,C0904,101,,,3600,13000,C0904.1
29067,E1001,101,,,3600,13000,E1001.1
29067,G1004,107,,,3600,13000,G1004.7
29067,I1003,104,,,3600,13000,I1003.4
29067,OZ1323,101,,,3600,13000,OZ1323.1
30082,A0901,104,,,3600,13000,A0901.4
30082,ADVHS01,105,,,3600,13000,ADVHS01.5
30082,B0901,101,,,3600,13000,B0901.1
30082,E0901,105,,,3600,13000,E0901.5
30082,G0901,104,,,3600,13000,G0901.4
30082,H0904,104,,,3600,13000,H0904.4
30082,I0903,103,,,3600,13000,I0903.3
30082,J0901,102,,,3600,13000,J0901.2
30082,OC1306,101,,,3600,13000,OC1306.1
27094,ADVHS01,130,,,3600,13000,ADVHS01.30
27094,E1101,104,,,3600,13000,E1101.4
27094,G1203,102,,,3600,13000,G1203.2
27094,L1304,102,,,3600,13000,L1304.2
27094,OH1305,102,,,3600,13000,OH1305.2
27094,OI1003,103,,,3600,13000,OI1003.3
27094,OJ1203,102,,,3600,13000,OJ1203.2
27094,OJ1204,101,,,3600,13000,OJ1204.1
29077,A1006,105,,,3600,13000,A1006.5
29077,ADVHS01,104,,,3600,13000,ADVHS01.4
29077,B1001,106,,,3600,13000,B1001.6
29077,E1001,101,,,3600,13000,E1001.1
29077,G1004,107,,,3600,13000,G1004.7
29077,H1001,102,,,3600,13000,H1001.2
29077,OC1310,103,,,3600,13000,OC1310.3
29077,OI1003,105,,,3600,13000,OI1003.5
29077,OZ1323,102,,,3600,13000,OZ1323.2
29112,A1006,105,,,3600,13000,A1006.5
29112,ADVHS01,113,,,3600,13000,ADVHS01.13
29112,B1001,102,,,3600,13000,B1001.2
29112,E1001,102,,,3600,13000,E1001.2
29112,G1004,105,,,3600,13000,G1004.5
29112,OH1305,102,,,3600,13000,OH1305.2
29112,OI1003,103,,,3600,13000,OI1003.3
29112,OZ1323,102,,,3600,13000,OZ1323.2
30013,A0901,101,,,3600,13000,A0901.1
30013,ADVHS01,119,,,3600,13000,ADVHS01.19
30013,B0901,106,,,3600,13000,B0901.6
30013,C0904,101,,,3600,13000,C0904.1
30013,E0901,103,,,3600,13000,E0901.3
30013,G0901,105,,,3600,13000,G0901.5
30013,I1003,103,,,3600,13000,I1003.3
30013,J0901,103,,,3600,13000,J0901.3
29125,A1006,103,,,3600,13000,A1006.3
29125,ADVHS01,101,,,3600,13000,ADVHS01.1
29125,B1001,106,,,3600,13000,B1001.6
29125,E1001,101,,,3600,13000,E1001.1
29125,G1004,103,,,3600,13000,G1004.3
29125,H1001,101,,,3600,13000,H1001.1
29125,OI1003,103,,,3600,13000,OI1003.3
29125,OJ1306,101,,,3600,13000,OJ1306.1
29125,OZ1323,102,,,3600,13000,OZ1323.2
28058,ADVHS01,126,,,3600,13000,ADVHS01.26
28058,E1101,105,,,3600,13000,E1101.5
28058,G1203,101,,,3600,13000,G1203.1
28058,L1302,101,,,3600,13000,L1302.1
28058,OA1317,101,,,3600,13000,OA1317.1
28058,OA1319,101,,,3600,13000,OA1319.1
28058,OB1520,101,,,3600,13000,OB1520.1
28058,OC1310,102,,,3600,13000,OC1310.2
30049,A0901,104,,,3600,13000,A0901.4
30049,ADVHS01,110,,,3600,13000,ADVHS01.10
30049,B0901,107,,,3600,13000,B0901.7
30049,C0904,104,,,3600,13000,C0904.4
30049,E0901,102,,,3600,13000,E0901.2
30049,G0901,101,,,3600,13000,G0901.1
30049,H0904,103,,,3600,13000,H0904.3
30049,I0903,103,,,3600,13000,I0903.3
30049,J0903,101,,,3600,13000,J0903.1
30070,A0901,101,,,3600,13000,A0901.1
30070,ADVHS01,104,,,3600,13000,ADVHS01.4
30070,B0901,105,,,3600,13000,B0901.5
30070,E0901,105,,,3600,13000,E0901.5
30070,G0901,101,,,3600,13000,G0901.1
30070,H0904,102,,,3600,13000,H0904.2
30070,I1003,107,,,3600,13000,I1003.7
30070,J0901,102,,,3600,13000,J0901.2
30021,ADVHS01,101,,,3600,13000,ADVHS01.1
30021,B0901,107,,,3600,13000,B0901.7
30021,E0901,106,,,3600,13000,E0901.6
30021,G0901,107,,,3600,13000,G0901.7
30021,H0904,104,,,3600,13000,H0904.4
30021,I0903,103,,,3600,13000,I0903.3
30021,J0901,101,,,3600,13000,J0901.1
30021,OC1306,101,,,3600,13000,OC1306.1
30059,A0901,103,,,3600,13000,A0901.3
30059,ADVHS01,117,,,3600,13000,ADVHS01.17
30059,B0901,104,,,3600,13000,B0901.4
30059,E0901,104,,,3600,13000,E0901.4
30059,G0901,103,,,3600,13000,G0901.3
30059,H0904,103,,,3600,13000,H0904.3
30059,I0903,101,,,3600,13000,I0903.1
30059,J0903,101,,,3600,13000,J0903.1
30059,OC1305,103,,,3600,13000,OC1305.3
29124,A1006,101,,,3600,13000,A1006.1
29124,ADVHS01,108,,,3600,13000,ADVHS01.8
29124,B1001,106,,,3600,13000,B1001.6
29124,E1001,101,,,3600,13000,E1001.1
29124,G1004,103,,,3600,13000,G1004.3
29124,H1001,101,,,3600,13000,H1001.1
29124,I1211,101,,,3600,13000,I1211.1
29124,OJ1204,101,,,3600,13000,OJ1204.1
29124,OZ1323,104,,,3600,13000,OZ1323.4
29023,A1006,103,,,3600,13000,A1006.3
29023,ADVHS01,111,,,3600,13000,ADVHS01.11
29023,B1001,106,,,3600,13000,B1001.6
29023,E1001,101,,,3600,13000,E1001.1
29023,G1004,101,,,3600,13000,G1004.1
29023,OI1003,102,,,3600,13000,OI1003.2
29023,OZ1323,103,,,3600,13000,OZ1323.3
27123,ADVHS01,133,,,3600,13000,ADVHS01.33
27123,C0907,101,,,3600,13000,C0907.1
27123,E1201,106,,,3600,13000,E1201.6
27123,G1201,103,,,3600,13000,G1201.3
27123,L1301,101,,,3600,13000,L1301.1
27123,OA1318,101,,,3600,13000,OA1318.1
27123,OB1532,101,,,3600,13000,OB1532.1
27123,OH1306,102,,,3600,13000,OH1306.2
27123,OI1305,101,,,3600,13000,OI1305.1
30121,A0901,102,,,3600,13000,A0901.2
30121,ADVHS01,116,,,3600,13000,ADVHS01.16
30121,B0901,103,,,3600,13000,B0901.3
30121,E0901,101,,,3600,13000,E0901.1
30121,G0901,101,,,3600,13000,G0901.1
30121,H0904,102,,,3600,13000,H0904.2
30121,I0903,102,,,3600,13000,I0903.2
30121,J0901,102,,,3600,13000,J0901.2
27174,ADVHS01,128,,,3600,13000,ADVHS01.28
27174,E1201,102,,,3600,13000,E1201.2
27174,G1202,101,,,3600,13000,G1202.1
27174,J1203,101,,,3600,13000,J1203.1
27174,L1304,102,,,3600,13000,L1304.2
27174,OA1318,101,,,3600,13000,OA1318.1
27174,OH1306,102,,,3600,13000,OH1306.2
27174,OH1501,102,,,3600,13000,OH1501.2
27174,OI1305,101,,,3600,13000,OI1305.1
30057,A0901,101,,,3600,13000,A0901.1
30057,ADVHS01,126,,,3600,13000,ADVHS01.26
30057,B0901,106,,,3600,13000,B0901.6
30057,E0901,104,,,3600,13000,E0901.4
30057,G0901,104,,,3600,13000,G0901.4
30057,H0904,103,,,3600,13000,H0904.3
30057,I0903,103,,,3600,13000,I0903.3
30057,J0903,102,,,3600,13000,J0903.2
30057,OC1305,103,,,3600,13000,OC1305.3
29087,A1006,101,,,3600,13000,A1006.1
29087,ADVHS01,121,,,3600,13000,ADVHS01.21
29087,B1001,103,,,3600,13000,B1001.3
29087,B1006,102,,,3600,13000,B1006.2
29087,E1001,106,,,3600,13000,E1001.6
29087,H1001,101,,,3600,13000,H1001.1
29087,I1003,105,,,3600,13000,I1003.5
29087,OC1314,101,,,3600,13000,OC1314.1
29016,A1006,103,,,3600,13000,A1006.3
29016,ADVHS01,118,,,3600,13000,ADVHS01.18
29016,B1001,105,,,3600,13000,B1001.5
29016,E1001,104,,,3600,13000,E1001.4
29016,G1004,105,,,3600,13000,G1004.5
29016,H1001,101,,,3600,13000,H1001.1
29016,I1211,102,,,3600,13000,I1211.2
29016,OZ1323,105,,,3600,13000,OZ1323.5
30146,A0901,103,,,3600,13000,A0901.3
30146,ADVHS01,124,,,3600,13000,ADVHS01.24
30146,B0901,102,,,3600,13000,B0901.2
30146,E0901,103,,,3600,13000,E0901.3
30146,G0901,101,,,3600,13000,G0901.1
30146,H0904,101,,,3600,13000,H0904.1
30146,I0903,101,,,3600,13000,I0903.1
30146,J0903,101,,,3600,13000,J0903.1
30146,OC1307,101,,,3600,13000,OC1307.1
27051,A1204,103,,,3600,13000,A1204.3
27051,ADVHS01,126,,,3600,13000,ADVHS01.26
27051,E1201,103,,,3600,13000,E1201.3
27051,G1201,103,,,3600,13000,G1201.3
27051,J1203,104,,,3600,13000,J1203.4
27051,L1304,103,,,3600,13000,L1304.3
27051,OH1305,101,,,3600,13000,OH1305.1
27051,OH1306,103,,,3600,13000,OH1306.3
27051,OI1305,105,,,3600,13000,OI1305.5
29142,A1006,102,,,3600,13000,A1006.2
29142,ADVHS01,103,,,3600,13000,ADVHS01.3
29142,B1001,107,,,3600,13000,B1001.7
29142,E1001,104,,,3600,13000,E1001.4
29142,G1004,103,,,3600,13000,G1004.3
29142,I1003,106,,,3600,13000,I1003.6
29142,I1214,101,,,3600,13000,I1214.1
29142,OI1003,103,,,3600,13000,OI1003.3
29142,OZ1323,104,,,3600,13000,OZ1323.4
30127,A0901,101,,,3600,13000,A0901.1
30127,ADVHS01,129,,,3600,13000,ADVHS01.29
30127,B0901,106,,,3600,13000,B0901.6
30127,E0901,104,,,3600,13000,E0901.4
30127,G0901,107,,,3600,13000,G0901.7
30127,H0904,103,,,3600,13000,H0904.3
30127,I0903,102,,,3600,13000,I0903.2
30127,J0903,103,,,3600,13000,J0903.3
27127,ADVHS01,112,,,3600,13000,ADVHS01.12
27127,E1201,104,,,3600,13000,E1201.4
27127,G1201,103,,,3600,13000,G1201.3
27127,L1304,101,,,3600,13000,L1304.1
27127,OA1322,102,,,3600,13000,OA1322.2
27127,OB1532,101,,,3600,13000,OB1532.1
27127,OH1306,102,,,3600,13000,OH1306.2
27127,OJ1203,101,,,3600,13000,OJ1203.1
29029,A1006,103,,,3600,13000,A1006.3
29029,ADVHS01,129,,,3600,13000,ADVHS01.29
29029,B1001,107,,,3600,13000,B1001.7
29029,B1006,102,,,3600,13000,B1006.2
29029,E1001,101,,,3600,13000,E1001.1
29029,G1004,105,,,3600,13000,G1004.5
29029,I1003,104,,,3600,13000,I1003.4
29029,OC1305,102,,,3600,13000,OC1305.2
28060,ADVHS01,125,,,3600,13000,ADVHS01.25
28060,E1101,101,,,3600,13000,E1101.1
28060,OA1319,101,,,3600,13000,OA1319.1
28060,OC1313,101,,,3600,13000,OC1313.1
28060,OH1305,102,,,3600,13000,OH1305.2
28060,OI1003,104,,,3600,13000,OI1003.4
28060,OJ1203,102,,,3600,13000,OJ1203.2
28060,VHS0052,102,,,3600,13000,VHS0052.2
30117,A0901,102,,,3600,13000,A0901.2
30117,ADVHS01,121,,,3600,13000,ADVHS01.21
30117,B0901,103,,,3600,13000,B0901.3
30117,E0901,102,,,3600,13000,E0901.2
30117,G0901,102,,,3600,13000,G0901.2
30117,H0904,104,,,3600,13000,H0904.4
30117,I1003,103,,,3600,13000,I1003.3
30117,J0903,101,,,3600,13000,J0903.1
30117,OC1305,103,,,3600,13000,OC1305.3
28176,ADVHS01,112,,,3600,13000,ADVHS01.12
28176,E1101,106,,,3600,13000,E1101.6
28176,I1204,102,,,3600,13000,I1204.2
28176,OA1317,101,,,3600,13000,OA1317.1
28176,OC1305,103,,,3600,13000,OC1305.3
28176,OH1305,101,,,3600,13000,OH1305.1
28176,VHS0052,102,,,3600,13000,VHS0052.2
30018,A0901,104,,,3600,13000,A0901.4
30018,ADVHS01,131,,,3600,13000,ADVHS01.31
30018,B0901,104,,,3600,13000,B0901.4
30018,C0904,101,,,3600,13000,C0904.1
30018,E0901,101,,,3600,13000,E0901.1
30018,G0901,106,,,3600,13000,G0901.6
30018,I1003,104,,,3600,13000,I1003.4
30018,J0901,101,,,3600,13000,J0901.1
27052,ADVHS01,105,,,3600,13000,ADVHS01.5
27052,E1201,105,,,3600,13000,E1201.5
27052,G1201,105,,,3600,13000,G1201.5
27052,J1203,102,,,3600,13000,J1203.2
27052,OC1310,102,,,3600,13000,OC1310.2
27052,OH1306,103,,,3600,13000,OH1306.3
27052,OI1305,105,,,3600,13000,OI1305.5
29085,A1006,103,,,3600,13000,A1006.3
29085,ADVHS01,118,,,3600,13000,ADVHS01.18
29085,B1001,101,,,3600,13000,B1001.1
29085,B1006,101,,,3600,13000,B1006.1
29085,E1001,104,,,3600,13000,E1001.4
29085,G1004,104,,,3600,13000,G1004.4
29085,H1001,101,,,3600,13000,H1001.1
29085,I1003,107,,,3600,13000,I1003.7
29085,OC1307,101,,,3600,13000,OC1307.1
30175,A0901,104,,,3600,13000,A0901.4
30175,ADVHS01,108,,,3600,13000,ADVHS01.8
30175,B0901,101,,,3600,13000,B0901.1
30175,E0901,104,,,3600,13000,E0901.4
30175,G0901,104,,,3600,13000,G0901.4
30175,H0904,103,,,3600,13000,H0904.3
30175,I1003,103,,,3600,13000,I1003.3
30175,J0901,102,,,3600,13000,J0901.2
30175,OC1305,102,,,3600,13000,OC1305.2
30106,A0901,101,,,3600,13000,A0901.1
30106,ADVHS01,103,,,3600,13000,ADVHS01.3
30106,B0901,105,,,3600,13000,B0901.5
30106,E0901,105,,,3600,13000,E0901.5
30106,G0901,101,,,3600,13000,G0901.1
30106,H0904,101,,,3600,13000,H0904.1
30106,I1003,102,,,3600,13000,I1003.2
30106,J0903,102,,,3600,13000,J0903.2
30033,A0901,104,,,3600,13000,A0901.4
30033,ADVHS01,116,,,3600,13000,ADVHS01.16
30033,B0901,107,,,3600,13000,B0901.7
30033,E0901,104,,,3600,13000,E0901.4
30033,G0901,106,,,3600,13000,G0901.6
30033,I1003,102,,,3600,13000,I1003.2
30033,J0903,102,,,3600,13000,J0903.2
30033,OC1307,101,,,3600,13000,OC1307.1
29129,A1006,104,,,3600,13000,A1006.4
29129,ADVHS01,115,,,3600,13000,ADVHS01.15
29129,B1001,102,,,3600,13000,B1001.2
29129,E1001,102,,,3600,13000,E1001.2
29129,G1004,101,,,3600,13000,G1004.1
29129,I1003,105,,,3600,13000,I1003.5
29129,I1214,102,,,3600,13000,I1214.2
29129,OI1003,101,,,3600,13000,OI1003.1
29049,A1006,105,,,3600,13000,A1006.5
29049,ADVHS01,121,,,3600,13000,ADVHS01.21
29049,B1001,102,,,3600,13000,B1001.2
29049,E1001,104,,,3600,13000,E1001.4
29049,G1004,105,,,3600,13000,G1004.5
29049,I1003,105,,,3600,13000,I1003.5
29049,OC1310,101,,,3600,13000,OC1310.1
29049,OZ1323,103,,,3600,13000,OZ1323.3
28024,ADVHS01,109,,,3600,13000,ADVHS01.9
28024,E1101,102,,,3600,13000,E1101.2
28024,I1214,103,,,3600,13000,I1214.3
28024,OB1520,101,,,3600,13000,OB1520.1
28024,OC1305,103,,,3600,13000,OC1305.3
28024,OJ1203,102,,,3600,13000,OJ1203.2
28024,VHS0052,102,,,3600,13000,VHS0052.2
28074,A1105,102,,,3600,13000,A1105.2
28074,ADVHS01,104,,,3600,13000,ADVHS01.4
28074,E1101,102,,,3600,13000,E1101.2
28074,I1214,102,,,3600,13000,I1214.2
28074,L1302,102,,,3600,13000,L1302.2
28074,OC1305,103,,,3600,13000,OC1305.3
28074,OI1305,103,,,3600,13000,OI1305.3
28074,VHS0052,101,,,3600,13000,VHS0052.1
30154,A0901,102,,,3600,13000,A0901.2
30154,ADVHS01,111,,,3600,13000,ADVHS01.11
30154,B0901,105,,,3600,13000,B0901.5
30154,C0904,102,,,3600,13000,C0904.2
30154,E0901,106,,,3600,13000,E0901.6
30154,G0901,102,,,3600,13000,G0901.2
30154,I1003,103,,,3600,13000,I1003.3
30154,J0903,102,,,3600,13000,J0903.2
29159,A1006,106,,,3600,13000,A1006.6
29159,ADVHS01,109,,,3600,13000,ADVHS01.9
29159,B1001,105,,,3600,13000,B1001.5
29159,E1001,104,,,3600,13000,E1001.4
29159,G1004,101,,,3600,13000,G1004.1
29159,I1214,101,,,3600,13000,I1214.1
29159,OI1003,103,,,3600,13000,OI1003.3
29159,OZ1207,102,,,3600,13000,OZ1207.2
29159,OZ1323,101,,,3600,13000,OZ1323.1
30034,A0901,103,,,3600,13000,A0901.3
30034,ADVHS01,125,,,3600,13000,ADVHS01.25
30034,B0901,105,,,3600,13000,B0901.5
30034,C0904,103,,,3600,13000,C0904.3
30034,E0901,104,,,3600,13000,E0901.4
30034,G0901,103,,,3600,13000,G0901.3
30034,H0904,102,,,3600,13000,H0904.2
30034,I1003,106,,,3600,13000,I1003.6
30034,J0903,101,,,3600,13000,J0903.1
29012,A1006,106,,,3600,13000,A1006.6
29012,ADVHS01,107,,,3600,13000,ADVHS01.7
29012,B1001,104,,,3600,13000,B1001.4
29012,C0905,101,,,3600,13000,C0905.1
29012,E1001,102,,,3600,13000,E1001.2
29012,G1004,103,,,3600,13000,G1004.3
29012,H1001,102,,,3600,13000,H1001.2
29012,OI1003,101,,,3600,13000,OI1003.1
29012,OZ1323,102,,,3600,13000,OZ1323.2
27028,A1204,101,,,3600,13000,A1204.1
27028,ADVHS01,123,,,3600,13000,ADVHS01.23
27028,E1201,106,,,3600,13000,E1201.6
27028,G1201,105,,,3600,13000,G1201.5
27028,I1204,102,,,3600,13000,I1204.2
27028,OB1532,101,,,3600,13000,OB1532.1
27028,OH1501,101,,,3600,13000,OH1501.1
27028,OZ1207,101,,,3600,13000,OZ1207.1
28170,A1105,101,,,3600,13000,A1105.1
28170,ADVHS01,102,,,3600,13000,ADVHS01.2
28170,E1101,105,,,3600,13000,E1101.5
28170,G1203,103,,,3600,13000,G1203.3
28170,OC1306,101,,,3600,13000,OC1306.1
28170,OH1305,101,,,3600,13000,OH1305.1
28170,OI1003,101,,,3600,13000,OI1003.1
28170,OJ1203,101,,,3600,13000,OJ1203.1
27139,A1204,102,,,3600,13000,A1204.2
27139,ADVHS01,133,,,3600,13000,ADVHS01.33
27139,E1201,101,,,3600,13000,E1201.1
27139,G1202,101,,,3600,13000,G1202.1
27139,I1208,101,,,3600,13000,I1208.1
27139,J1203,101,,,3600,13000,J1203.1
27139,L1304,101,,,3600,13000,L1304.1
27139,OH1501,101,,,3600,13000,OH1501.1
29138,A1006,103,,,3600,13000,A1006.3
29138,ADVHS01,102,,,3600,13000,ADVHS01.2
29138,B1001,107,,,3600,13000,B1001.7
29138,B1006,101,,,3600,13000,B1006.1
29138,C0905,101,,,3600,13000,C0905.1
29138,E1001,104,,,3600,13000,E1001.4
29138,G1004,105,,,3600,13000,G1004.5
29138,I1214,101,,,3600,13000,I1214.1
29138,OI1003,105,,,3600,13000,OI1003.5
100052,A1105,102,,,3600,13000,A1105.2
100052,ADVHS01,120,,,3600,13000,ADVHS01.20
100052,C0904,102,,,3600,13000,C0904.2
100052,E1101,106,,,3600,13000,E1101.6
100052,G1203,101,,,3600,13000,G1203.1
100052,H1206,102,,,3600,13000,H1206.2
100052,I1204,102,,,3600,13000,I1204.2
100052,OJ1203,101,,,3600,13000,OJ1203.1
28039,ADVHS01,116,,,3600,13000,ADVHS01.16
28039,C0905,101,,,3600,13000,C0905.1
28039,E1101,102,,,3600,13000,E1101.2
28039,G1203,103,,,3600,13000,G1203.3
28039,L1301,101,,,3600,13000,L1301.1
28039,OA1304,101,,,3600,13000,OA1304.1
28039,OH1305,101,,,3600,13000,OH1305.1
28039,OI1305,102,,,3600,13000,OI1305.2
27046,ADVHS01,132,,,3600,13000,ADVHS01.32
27046,E1201,102,,,3600,13000,E1201.2
27046,G1201,101,,,3600,13000,G1201.1
27046,J1203,101,,,3600,13000,J1203.1
27046,L1301,102,,,3600,13000,L1301.2
27046,OA1322,101,,,3600,13000,OA1322.1
27046,OC1310,103,,,3600,13000,OC1310.3
27046,OH1501,101,,,3600,13000,OH1501.1
27046,OI1303,101,,,3600,13000,OI1303.1
27129,ADVHS01,117,,,3600,13000,ADVHS01.17
27129,E1201,104,,,3600,13000,E1201.4
27129,G1201,106,,,3600,13000,G1201.6
27129,I1204,101,,,3600,13000,I1204.1
27129,I1215,101,,,3600,13000,I1215.1
27129,J1203,103,,,3600,13000,J1203.3
27129,L1304,103,,,3600,13000,L1304.3
27129,OA1322,102,,,3600,13000,OA1322.2
27129,OH1306,102,,,3600,13000,OH1306.2
27151,ADVHS01,123,,,3600,13000,ADVHS01.23
27151,E1201,106,,,3600,13000,E1201.6
27151,G1201,101,,,3600,13000,G1201.1
27151,L1303,101,,,3600,13000,L1303.1
27151,OB1532,101,,,3600,13000,OB1532.1
27151,OH1306,102,,,3600,13000,OH1306.2
27151,OI1303,101,,,3600,13000,OI1303.1
27151,OZ1313,101,,,3600,13000,OZ1313.1
30119,A0901,104,,,3600,13000,A0901.4
30119,ADVHS01,113,,,3600,13000,ADVHS01.13
30119,B0901,101,,,3600,13000,B0901.1
30119,E0901,105,,,3600,13000,E0901.5
30119,G0901,104,,,3600,13000,G0901.4
30119,H0904,103,,,3600,13000,H0904.3
30119,I1003,102,,,3600,13000,I1003.2
30119,J0901,103,,,3600,13000,J0901.3
30119,OC1305,101,,,3600,13000,OC1305.1
30139,A0901,102,,,3600,13000,A0901.2
30139,ADVHS01,113,,,3600,13000,ADVHS01.13
30139,B0901,104,,,3600,13000,B0901.4
30139,C0904,102,,,3600,13000,C0904.2
30139,E0901,103,,,3600,13000,E0901.3
30139,G0901,105,,,3600,13000,G0901.5
30139,I0903,101,,,3600,13000,I0903.1
30139,J0903,102,,,3600,13000,J0903.2
27148,A1204,101,,,3600,13000,A1204.1
27148,ADVHS01,125,,,3600,13000,ADVHS01.25
27148,E1201,104,,,3600,13000,E1201.4
27148,G1206,101,,,3600,13000,G1206.1
27148,H1201B,101,,,3600,13000,H1201B.1
27148,L1304,102,,,3600,13000,L1304.2
27148,OC1314,101,,,3600,13000,OC1314.1
27148,OI1305,105,,,3600,13000,OI1305.5
30024,ADVHS01,111,,,3600,13000,ADVHS01.11
30024,B0901,107,,,3600,13000,B0901.7
30024,E0901,106,,,3600,13000,E0901.6
30024,G0901,103,,,3600,13000,G0901.3
30024,H0904,104,,,3600,13000,H0904.4
30024,I1003,103,,,3600,13000,I1003.3
30024,J0903,102,,,3600,13000,J0903.2
30024,OC1306,101,,,3600,13000,OC1306.1
